station,time,lat,lon,temperature
000BV,2019-06-24 17:00:00+02:00,48.847,2.356,29.316666666666666
000BV,2019-06-24 18:00:00+02:00,48.847,2.356,29.599999999999998
000BV,2019-06-25 06:00:00+02:00,48.847,2.356,23.116666666666664
000BV,2019-06-25 07:00:00+02:00,48.847,2.356,23.05
000BV,2019-06-25 08:00:00+02:00,48.847,2.356,23.55
000BV,2019-06-25 09:00:00+02:00,48.847,2.356,24.08
000BV,2019-06-25 10:00:00+02:00,48.847,2.356,25.416666666666668
000BV,2019-06-25 11:00:00+02:00,48.847,2.356,26.96666666666667
000BV,2019-06-25 12:00:00+02:00,48.847,2.356,28.416666666666668
000BV,2019-06-25 13:00:00+02:00,48.847,2.356,29.46666666666667
000BV,2019-06-25 14:00:00+02:00,48.847,2.356,30.349999999999998
000BV,2019-06-25 15:00:00+02:00,48.847,2.356,31.150000000000002
000BV,2019-06-25 16:00:00+02:00,48.847,2.356,31.483333333333334
000BV,2019-06-25 17:00:00+02:00,48.847,2.356,31.916666666666668
000BV,2019-06-25 18:00:00+02:00,48.847,2.356,32.18333333333333
000BV,2019-06-26 06:00:00+02:00,48.847,2.356,20.75
000BV,2019-06-26 07:00:00+02:00,48.847,2.356,21.233333333333334
000BV,2019-06-26 08:00:00+02:00,48.847,2.356,21.95
000BV,2019-06-26 09:00:00+02:00,48.847,2.356,23.650000000000002
000BV,2019-06-26 10:00:00+02:00,48.847,2.356,25.46666666666667
000BV,2019-06-26 11:00:00+02:00,48.847,2.356,27.516666666666666
000BV,2019-06-26 12:00:00+02:00,48.847,2.356,29.25
000BV,2019-06-26 13:00:00+02:00,48.847,2.356,30.32
000BV,2019-06-26 14:00:00+02:00,48.847,2.356,30.849999999999998
000BV,2019-06-26 15:00:00+02:00,48.847,2.356,31.733333333333334
000BV,2019-06-26 16:00:00+02:00,48.847,2.356,32.449999999999996
000BV,2019-06-26 17:00:00+02:00,48.847,2.356,32.1
000BV,2019-06-26 18:00:00+02:00,48.847,2.356,31.599999999999998
000BV,2019-06-27 06:00:00+02:00,48.847,2.356,19.849999999999998
000BV,2019-06-27 07:00:00+02:00,48.847,2.356,19.833333333333332
000BV,2019-06-27 08:00:00+02:00,48.847,2.356,21.066666666666666
000BV,2019-06-27 09:00:00+02:00,48.847,2.356,22.166666666666668
000BV,2019-06-27 10:00:00+02:00,48.847,2.356,24.150000000000002
000BV,2019-06-27 11:00:00+02:00,48.847,2.356,25.483333333333334
000BV,2019-06-27 12:00:00+02:00,48.847,2.356,27.099999999999998
000BV,2019-06-27 13:00:00+02:00,48.847,2.356,28.25
000BV,2019-06-27 14:00:00+02:00,48.847,2.356,29.5
000BV,2019-06-27 15:00:00+02:00,48.847,2.356,30.18
000BV,2019-06-27 16:00:00+02:00,48.847,2.356,30.5
000BV,2019-06-27 17:00:00+02:00,48.847,2.356,30.233333333333334
000BV,2019-06-27 18:00:00+02:00,48.847,2.356,29.983333333333334
000BV,2019-06-28 06:00:00+02:00,48.847,2.356,19.48333333333333
000BV,2019-06-28 07:00:00+02:00,48.847,2.356,19.683333333333334
000BV,2019-06-28 08:00:00+02:00,48.847,2.356,20.75
000BV,2019-06-28 09:00:00+02:00,48.847,2.356,22.21666666666667
000BV,2019-06-28 10:00:00+02:00,48.847,2.356,24.05
000BV,2019-06-28 11:00:00+02:00,48.847,2.356,25.416666666666668
000BV,2019-06-28 12:00:00+02:00,48.847,2.356,27.3
000BV,2019-06-28 13:00:00+02:00,48.847,2.356,28.866666666666664
000BV,2019-06-28 14:00:00+02:00,48.847,2.356,29.983333333333334
000BV,2019-06-28 15:00:00+02:00,48.847,2.356,31.066666666666666
000BV,2019-06-28 16:00:00+02:00,48.847,2.356,31.583333333333332
000BV,2019-06-28 17:00:00+02:00,48.847,2.356,31.916666666666668
000BV,2019-06-28 18:00:00+02:00,48.847,2.356,32.0
000BV,2019-06-29 06:00:00+02:00,48.847,2.356,22.21666666666667
000BV,2019-06-29 07:00:00+02:00,48.847,2.356,22.8
000BV,2019-06-29 08:00:00+02:00,48.847,2.356,24.183333333333334
000BV,2019-06-29 09:00:00+02:00,48.847,2.356,25.733333333333334
000BV,2019-06-29 10:00:00+02:00,48.847,2.356,27.8
000BV,2019-06-29 11:00:00+02:00,48.847,2.356,29.516666666666666
000BV,2019-06-29 12:00:00+02:00,48.847,2.356,30.883333333333336
000BV,2019-06-29 13:00:00+02:00,48.847,2.356,32.0
000BV,2019-06-29 14:00:00+02:00,48.847,2.356,33.050000000000004
000BV,2019-06-29 15:00:00+02:00,48.847,2.356,33.63333333333333
000BV,2019-06-29 16:00:00+02:00,48.847,2.356,34.233333333333334
000BV,2019-06-29 17:00:00+02:00,48.847,2.356,34.43333333333333
000BV,2019-06-29 18:00:00+02:00,48.847,2.356,34.4
000BV,2019-06-30 06:00:00+02:00,48.847,2.356,20.283333333333335
000BV,2019-06-30 07:00:00+02:00,48.847,2.356,19.8
000BV,2019-06-30 08:00:00+02:00,48.847,2.356,19.95
000BV,2019-06-30 09:00:00+02:00,48.847,2.356,20.8
000BV,2019-06-30 10:00:00+02:00,48.847,2.356,22.150000000000002
000BV,2019-06-30 11:00:00+02:00,48.847,2.356,23.03333333333333
000BV,2019-06-30 12:00:00+02:00,48.847,2.356,25.133333333333336
000BV,2019-06-30 13:00:00+02:00,48.847,2.356,26.616666666666664
000BV,2019-06-30 14:00:00+02:00,48.847,2.356,27.766666666666666
000BV,2019-06-30 15:00:00+02:00,48.847,2.356,25.599999999999998
